rank,size,corpus_nodes,shadow_nodes,top_call_type,homogeneity
2142,2,1,1,Scam suspicion,1.0
2143,2,1,1,Scam suspicion,1.0
2144,2,1,1,Scam suspicion,1.0
2145,2,1,1,Scam suspicion,1.0
2146,2,1,1,Scam suspicion,1.0
2147,2,1,1,Scam suspicion,1.0
2148,2,1,1,Scam suspicion,1.0
2149,2,1,1,Scam suspicion,1.0
2150,2,1,1,Unknown,1.0
2151,2,1,1,Scam suspicion,1.0
2152,2,1,1,Debt collector,1.0
2153,2,1,1,Telemarketer,1.0
2154,2,1,1,Telemarketer,1.0
2155,2,1,1,Scam suspicion,1.0
2156,2,1,1,Unknown,1.0
2157,2,1,1,Scam suspicion,1.0
2158,2,1,1,Scam suspicion,1.0
2159,2,2,0,Scam suspicion,1.0
2160,2,1,1,Scam suspicion,1.0
2161,2,1,1,Scam suspicion,1.0
2162,2,1,1,Scam suspicion,1.0
2163,2,1,1,Scam suspicion,1.0
2164,2,2,0,Scam suspicion,1.0
2165,2,1,1,Scam suspicion,1.0
2166,2,1,1,Scam suspicion,1.0
2167,2,2,0,Scam suspicion,1.0
2168,2,2,0,Scam suspicion,1.0
2169,2,1,1,Scam suspicion,1.0
2170,2,1,1,Scam suspicion,1.0
2171,2,2,0,Scam suspicion,1.0
2172,2,1,1,Scam suspicion,1.0
2173,2,2,0,Scam suspicion,1.0
2174,2,1,1,Scam suspicion,1.0
2175,2,1,1,Scam suspicion,1.0
2176,2,1,1,Scam suspicion,1.0
2177,2,1,1,Scam suspicion,1.0
2178,2,2,0,Scam suspicion,1.0
2179,2,2,0,Scam suspicion,1.0
2180,2,1,1,Scam suspicion,1.0
2181,2,1,1,Scam suspicion,1.0
2182,2,1,1,Scam suspicion,1.0
2183,2,1,1,Telemarketer,1.0
2184,2,1,1,Scam suspicion,1.0
2185,2,1,1,Debt collector,1.0
2186,2,1,1,Debt collector,1.0
2187,2,2,0,Scam suspicion,1.0
2188,2,1,1,Scam suspicion,1.0
2189,2,1,1,Scam suspicion,1.0
2190,2,1,1,Scam suspicion,1.0
2191,2,1,1,Scam suspicion,1.0
2192,2,1,1,Debt collector,1.0
2193,2,1,1,Scam suspicion,1.0
2194,2,1,1,Scam suspicion,1.0
2195,2,1,1,Scam suspicion,1.0
2196,2,2,0,Text message,0.5
2197,2,1,1,Scam suspicion,1.0
2198,2,1,1,Unwanted,1.0
2199,2,2,0,Scam suspicion,1.0
2200,2,1,1,Scam suspicion,1.0
2201,2,1,1,Scam suspicion,1.0
2202,2,1,1,Scam suspicion,1.0
2203,2,1,1,Text message,1.0
2204,2,2,0,Scam suspicion,1.0
2205,2,1,1,Scam suspicion,1.0
2206,2,1,1,Prank,1.0
2207,2,1,1,Scam suspicion,1.0
2208,2,1,1,Text message,1.0
2209,2,1,1,Scam suspicion,1.0
2210,2,1,1,Scam suspicion,1.0
2211,2,1,1,Scam suspicion,1.0
2212,2,1,1,Scam suspicion,1.0
2213,2,1,1,Telemarketer,1.0
2214,2,1,1,Scam suspicion,1.0
2215,2,1,1,Scam suspicion,1.0
2216,2,1,1,Scam suspicion,1.0
2217,2,1,1,Scam suspicion,1.0
2218,2,1,1,Scam suspicion,1.0
2219,2,1,1,Scam suspicion,1.0
2220,2,1,1,Scam suspicion,1.0
2221,2,1,1,Scam suspicion,1.0
2222,2,1,1,Prank,1.0
2223,2,1,1,Non-profit organization,1.0
2224,2,1,1,Non-profit organization,1.0
2225,2,1,1,Scam suspicion,1.0
2226,2,1,1,Scam suspicion,1.0
2227,2,1,1,Scam suspicion,1.0
2228,2,1,1,Scam suspicion,1.0
2229,2,1,1,Prank,1.0
2230,2,1,1,Prank,1.0
2231,2,1,1,Scam suspicion,1.0
2232,2,1,1,Prank,1.0
2233,2,1,1,Text message,1.0
2234,2,1,1,Scam suspicion,1.0
2235,2,1,1,Scam suspicion,1.0
2236,2,1,1,Scam suspicion,1.0
2237,2,1,1,Prank,1.0
2238,2,1,1,Scam suspicion,1.0
2239,2,1,1,Debt collector,1.0
2240,2,1,1,Scam suspicion,1.0
2241,2,1,1,Debt collector,1.0
2242,2,1,1,Scam suspicion,1.0
2243,2,1,1,Scam suspicion,1.0
2244,2,1,1,Debt collector,1.0
2245,2,2,0,Scam suspicion,1.0
2246,2,1,1,Scam suspicion,1.0
2247,2,1,1,Unknown,1.0
2248,2,1,1,Event reminder,1.0
2249,2,1,1,Scam suspicion,1.0
2250,2,2,0,Scam suspicion,1.0
2251,2,2,0,Scam suspicion,0.5
2252,2,1,1,Unknown,1.0
2253,2,1,1,Scam suspicion,1.0
2254,2,1,1,Valid,1.0
2255,2,1,1,Valid,1.0
2256,2,2,0,Scam suspicion,1.0
2257,2,1,1,Scam suspicion,1.0
2258,2,1,1,Scam suspicion,1.0
2259,2,1,1,Scam suspicion,1.0
2260,2,1,1,Scam suspicion,1.0
2261,2,1,1,Debt collector,1.0
2262,2,1,1,Scam suspicion,1.0
2263,2,1,1,Scam suspicion,1.0
2264,2,1,1,Scam suspicion,1.0
2265,2,1,1,Prank,1.0
2266,2,1,1,Scam suspicion,1.0
2267,2,1,1,Scam suspicion,1.0
2268,2,1,1,Scam suspicion,1.0
2269,2,1,1,Silent call,1.0
2270,2,2,0,Silent call,0.5
2271,2,1,1,Scam suspicion,1.0
2272,2,1,1,Scam suspicion,1.0
2273,2,1,1,Scam suspicion,1.0
2274,2,1,1,Unknown,1.0
2275,2,1,1,Scam suspicion,1.0
2276,2,1,1,Scam suspicion,1.0
2277,2,1,1,Debt collector,1.0
2278,2,2,0,Unknown,0.5
2279,2,1,1,Unknown,1.0
2280,2,1,1,Scam suspicion,1.0
2281,2,1,1,Scam suspicion,1.0
2282,2,1,1,Silent call,1.0
2283,2,1,1,Scam suspicion,1.0
2284,2,1,1,Scam suspicion,1.0
2285,2,1,1,Text message,1.0
2286,2,2,0,Scam suspicion,1.0
2287,2,1,1,Scam suspicion,1.0
2288,2,1,1,Scam suspicion,1.0
2289,2,1,1,Scam suspicion,1.0
2290,2,1,1,Scam suspicion,1.0
2291,2,1,1,Scam suspicion,1.0
2292,2,2,0,Scam suspicion,1.0
2293,2,1,1,Scam suspicion,1.0
2294,2,1,1,Debt collector,1.0
2295,2,1,1,Scam suspicion,1.0
2296,2,1,1,Scam suspicion,1.0
2297,2,1,1,Scam suspicion,1.0
2298,2,1,1,Scam suspicion,1.0
2299,2,1,1,Scam suspicion,1.0
2300,2,2,0,Scam suspicion,1.0
2301,2,1,1,Scam suspicion,1.0
2302,2,1,1,Scam suspicion,1.0
2303,2,1,1,Debt collector,1.0
2304,2,1,1,Scam suspicion,1.0
2305,2,1,1,Scam suspicion,1.0
2306,2,1,1,Unwanted,1.0
2307,2,1,1,Unwanted,1.0
2308,2,1,1,Silent call,1.0
2309,2,1,1,Scam suspicion,1.0
2310,2,2,0,Valid,0.5
2311,2,1,1,Scam suspicion,1.0
2312,2,1,1,Silent call,1.0
2313,2,1,1,Text message,1.0
2314,2,1,1,Debt collector,1.0
2315,2,1,1,Valid,1.0
2316,2,1,1,Unknown,1.0
2317,2,1,1,Scam suspicion,1.0
2318,2,1,1,Debt collector,1.0
2319,2,1,1,Telemarketer,1.0
2320,2,1,1,Event reminder,1.0
2321,2,1,1,Scam suspicion,1.0
2322,2,1,1,Scam suspicion,1.0
2323,2,1,1,Scam suspicion,1.0
2324,2,1,1,Text message,1.0
2325,2,1,1,Unknown,1.0
2326,2,1,1,Scam suspicion,1.0
2327,2,1,1,Scam suspicion,1.0
2328,2,2,0,Scam suspicion,1.0
2329,2,1,1,Scam suspicion,1.0
2330,2,1,1,Unwanted,1.0
2331,2,2,0,Scam suspicion,1.0
2332,2,1,1,Unknown,1.0
2333,2,1,1,Scam suspicion,1.0
2334,2,1,1,Scam suspicion,1.0
2335,2,1,1,Survey,1.0
2336,2,2,0,Unknown,0.5
2337,2,1,1,Scam suspicion,1.0
2338,2,1,1,Scam suspicion,1.0
2339,2,2,0,Silent call,0.5
2340,2,1,1,Telemarketer,1.0
2341,2,1,1,Text message,1.0
2342,2,1,1,Scam suspicion,1.0
2343,2,1,1,Unwanted,1.0
2344,2,1,1,Scam suspicion,1.0
2345,2,1,1,Scam suspicion,1.0
2346,2,1,1,Scam suspicion,1.0
2347,2,1,1,Scam suspicion,1.0
2348,2,1,1,Telemarketer,1.0
2349,2,1,1,Scam suspicion,1.0
2350,2,2,0,Scam suspicion,0.5
2351,2,1,1,Scam suspicion,1.0
2352,2,1,1,Scam suspicion,1.0
2353,2,1,1,Scam suspicion,1.0
2354,2,1,1,Scam suspicion,1.0
2355,2,1,1,Telemarketer,1.0
2356,2,1,1,Unknown,1.0
2357,2,1,1,Scam suspicion,1.0
2358,2,1,1,Scam suspicion,1.0
2359,2,1,1,Scam suspicion,1.0
2360,2,2,0,Scam suspicion,0.5
2361,2,1,1,Text message,1.0
2362,2,1,1,Debt collector,1.0
2363,2,1,1,Scam suspicion,1.0
2364,2,2,0,Scam suspicion,1.0
2365,2,2,0,Scam suspicion,1.0
2366,2,2,0,Scam suspicion,1.0
2367,2,1,1,Scam suspicion,1.0
2368,2,1,1,Valid,1.0
2369,2,1,1,Scam suspicion,1.0
2370,2,1,1,Silent call,1.0
2371,2,1,1,Scam suspicion,1.0
2372,2,2,0,Scam suspicion,1.0
2373,2,2,0,Unwanted,0.5
2374,2,1,1,Scam suspicion,1.0
2375,2,1,1,Telemarketer,1.0
2376,2,2,0,Text message,1.0
2377,2,1,1,Scam suspicion,1.0
2378,2,1,1,Scam suspicion,1.0
2379,2,1,1,Scam suspicion,1.0
2380,2,1,1,Scam suspicion,1.0
2381,2,2,0,Telemarketer,0.5
2382,2,1,1,Telemarketer,1.0
2383,2,1,1,Telemarketer,1.0
2384,2,1,1,Scam suspicion,1.0
2385,2,1,1,Scam suspicion,1.0
2386,2,1,1,Scam suspicion,1.0
2387,2,2,0,Scam suspicion,1.0
2388,2,2,0,Scam suspicion,1.0
2389,2,1,1,Scam suspicion,1.0
2390,2,1,1,Event reminder,1.0
2391,2,1,1,Debt collector,1.0
2392,2,1,1,Scam suspicion,1.0
2393,2,1,1,Scam suspicion,1.0
2394,2,1,1,Unknown,1.0
2395,2,2,0,Scam suspicion,1.0
2396,2,1,1,Scam suspicion,1.0
2397,2,1,1,Scam suspicion,1.0
2398,2,1,1,Scam suspicion,1.0
2399,2,1,1,Scam suspicion,1.0
2400,2,1,1,Text message,1.0
2401,2,1,1,Unknown,1.0
2402,2,1,1,Scam suspicion,1.0
2403,2,1,1,Valid,1.0
2404,2,1,1,Debt collector,1.0
2405,2,2,0,Scam suspicion,1.0
2406,2,1,1,Telemarketer,1.0
2407,2,1,1,Scam suspicion,1.0
2408,2,2,0,Text message,1.0
2409,2,2,0,Scam suspicion,1.0
2410,2,1,1,Unknown,1.0
2411,2,1,1,Scam suspicion,1.0
2412,2,1,1,Scam suspicion,1.0
2413,2,1,1,Scam suspicion,1.0
2414,2,2,0,Unwanted,0.5
2415,2,1,1,Scam suspicion,1.0
2416,2,1,1,Text message,1.0
2417,2,1,1,Telemarketer,1.0
2418,2,1,1,Scam suspicion,1.0
2419,2,1,1,Unknown,1.0
2420,2,1,1,Scam suspicion,1.0
2421,2,1,1,Scam suspicion,1.0
2422,2,1,1,Scam suspicion,1.0
2423,2,1,1,Prank,1.0
2424,2,1,1,Debt collector,1.0
2425,2,1,1,Telemarketer,1.0
2426,2,1,1,Scam suspicion,1.0
2427,2,1,1,Scam suspicion,1.0
2428,2,1,1,Scam suspicion,1.0
2429,2,1,1,Scam suspicion,1.0
2430,2,1,1,Scam suspicion,1.0
2431,2,1,1,Scam suspicion,1.0
2432,2,1,1,Scam suspicion,1.0
2433,2,1,1,Scam suspicion,1.0
2434,2,1,1,Scam suspicion,1.0
2435,2,1,1,Scam suspicion,1.0
2436,2,1,1,Scam suspicion,1.0
2437,2,1,1,Survey,1.0
2438,2,1,1,Scam suspicion,1.0
2439,2,1,1,Scam suspicion,1.0
2440,2,1,1,Scam suspicion,1.0
2441,2,1,1,Scam suspicion,1.0
2442,2,2,0,Scam suspicion,1.0
2443,2,1,1,Scam suspicion,1.0
2444,2,1,1,Text message,1.0
2445,2,1,1,Scam suspicion,1.0
2446,2,1,1,Scam suspicion,1.0
2447,2,1,1,Scam suspicion,1.0
2448,2,2,0,Scam suspicion,0.5
2449,2,1,1,Scam suspicion,1.0
